material,exp_id,iteration,replication,writeLatency_mean,writeEnergy_mean,Loo_norm_Error,L2_norm_Error
Ag-aSi,exp3,21,4,998593.1867500193,10.20837417216785,0.0038825946834421397,0.003854409047087228
Ag-aSi,exp3,21,40,1001243.0561777062,10.231182399552695,0.0044656537365195025,0.004253750610783365
Ag-aSi,exp3,21,41,999802.6576669427,10.223148445848153,0.008946612217492649,0.008940352191911624
Ag-aSi,exp3,21,42,999716.2535038606,10.217338966305789,0.007624373848162838,0.0063616111899159585
Ag-aSi,exp3,21,43,1002357.9107038619,10.235043515600186,0.0035730086085669515,0.0029300673499007613
Ag-aSi,exp3,21,44,999862.8301346339,10.215511413130077,0.005116979549396427,0.005109210788635535
Ag-aSi,exp3,21,45,1001153.3840638612,10.229219269862531,0.0100059638470065,0.009757773174860054
Ag-aSi,exp3,21,46,998593.1867500193,10.208374172164671,0.0038825946834421397,0.003854409047087228
Ag-aSi,exp3,21,47,998583.8842854041,10.211543684049397,0.007009009948475173,0.006812116964928028
Ag-aSi,exp3,21,48,1000699.1417592491,10.219856377753773,0.0028343899461394685,0.002625227024602159
Ag-aSi,exp3,21,49,982384.1551530955,10.079194571638185,0.0013787834161173942,0.001348233860551682
Ag-aSi,exp3,21,5,1000841.9165130937,10.230012404293431,0.015256668623765094,0.0152503061862236
Ag-aSi,exp3,21,50,988134.9859438642,10.124047429976741,0.007409084113115751,0.007201916025610759
Ag-aSi,exp3,21,51,1001781.9988115494,10.224512373119145,0.001961879314010931,0.0017439624634513545
Ag-aSi,exp3,21,52,999765.3132977098,10.223663571505641,0.00893430027644695,0.008928761296430906
Ag-aSi,exp3,21,53,999955.387390015,10.224922614452831,0.008959155182634947,0.008953544438088866
Ag-aSi,exp3,21,54,999754.6570300171,10.220193028198855,0.010158998842665539,0.009236941649603266
Ag-aSi,exp3,21,55,1000321.509877715,10.222076907928358,0.010151570362213065,0.010111663176627709
Ag-aSi,exp3,21,56,1001138.992971547,10.224445852445305,0.0004201796121788344,0.00020730780609269653
Ag-aSi,exp3,21,57,999257.1062177105,10.218053686063834,0.008226501393355708,0.007884408324025718
Ag-aSi,exp3,21,58,1001402.6584300179,10.231303285526849,0.014009901510666795,0.014004708733894632
Ag-aSi,exp3,21,59,999972.4216300223,10.217080741802413,0.005164133205597978,0.005156283772890611
Ag-aSi,exp3,21,6,1000856.8243807869,10.22073975697204,0.0029047264138210476,0.00269539220758352
Ag-aSi,exp3,21,60,990683.0097377108,10.147704070475086,0.011133024288215053,0.010925742781792508
Ag-aSi,exp3,21,61,1001781.9988115494,10.224512373075147,0.001961879314010931,0.0017439624634513545
Ag-aSi,exp3,21,62,1002451.9273438659,10.241231377088477,0.0035424124776076925,0.0033277730950608615
Ag-aSi,exp3,21,63,1000258.5245869401,10.222446013935258,0.007634414428402038,0.007549609603758163
Ag-aSi,exp3,21,64,998822.427088483,10.205776888331789,0.003877291865291932,0.0038514682663832248
Ag-aSi,exp3,21,65,983821.531574625,10.093139433600708,0.0013734712013847555,0.0013436628813069662
Ag-aSi,exp3,21,66,1001217.0453377106,10.2299372346409,0.00998430872652815,0.00978367054091912
Ag-aSi,exp3,21,67,1001286.6859484755,10.231073007975409,0.013890322444297307,0.010208515049680244
Ag-aSi,exp3,21,68,1002355.5067900225,10.23402010354142,0.005164133205597978,0.004728950321518398
Ag-aSi,exp3,21,69,1000187.5757038584,10.225273936750835,0.010510716534599831,0.009644675949873857
Ag-aSi,exp3,21,7,1000856.655356174,10.228134448605193,0.011830964082774259,0.011631131544375055
Ag-aSi,exp3,21,70,1000755.7269007865,10.225165086706554,0.010160876545049328,0.009947180852145078
